"","pm25","fips","longitude","latitude","regnum"
"197",10.8313455499634,19155,-95.680399,41.308529,1
"198",11.9607604301067,19163,-90.578862,41.572127,1
"199",9.28110499880411,19177,-91.948808,40.740217,1
"200",8.93896188478685,20091,-94.753767,38.932175,1
"201",9.33779024592978,20107,-94.805322,38.223827,1
"202",9.05711530713215,20173,-97.36347,37.681327,1
"203",9.32216152841153,20177,-95.710259,39.03915,1
"204",8.68183331819695,20191,-97.432563,37.26461,1
"205",9.7411819651878,20209,-94.69276,39.103711,1
"206",11.2818263607737,21013,-83.702245,36.691388,1
"207",11.405536872264,21019,-82.664583,38.425361,1
"208",12.6653247822665,21029,-85.672052,38.005184,1
"209",11.8011875934401,21037,-84.433303,39.036524,1
"210",9.68513234753605,21043,-83.049318,38.307846,1
"211",11.3224653698792,21047,-87.481989,36.854445,1
"212",12.0517527673095,21059,-87.105097,37.750648,1
"213",12.3957936523464,21067,-84.494642,38.029632,1
"214",11.1037138188609,21073,-84.868393,38.203653,1
"215",11.7650292954172,21093,-85.914926,37.738924,1
"216",11.8591950782035,21101,-87.568076,37.802623,1
"217",13.0588135499759,21111,-85.704021,38.209237,1
"218",11.9036446011229,21117,-84.539347,39.026743,1
"219",11.6700302343159,21145,-88.651111,37.059705,1
"220",10.3434330163497,21151,-84.27224,37.699681,1
"221",11.5546621879169,21183,-86.879363,37.456506,1
"222",10.0901497369687,21195,-82.411115,37.447794,1
"223",11.5114626909954,21227,-86.42455,36.986914,1
"224",10.8511742051786,22017,-93.813906,32.527562,1
"225",8.87430973517136,22019,-93.291757,30.237442,1
"226",9.97039679617448,22033,-91.119654,30.480122,1
"227",9.76181836142642,22047,-91.287188,30.275168,1
"228",9.07945329347656,22051,-90.1514,29.935238,1
"229",9.79997038240766,22055,-92.038879,30.207388,1
"230",9.70396147150449,22073,-92.115857,32.509377,1
"231",8.89871776296726,22079,-92.476589,31.262083,1
"232",12.1783537749805,22087,-89.89026,29.922088,1
"233",9.13448640646916,22105,-90.462949,30.607405,1
"234",8.52827622014538,22109,-90.735917,29.541174,1
"235",11.8026775921897,22121,-91.263053,30.452085,1
"236",7.79428610906411,23001,-70.217663,44.135072,1
"237",6.16244323094984,23003,-68.261663,46.637362,1
"238",8.18271314335201,23005,-70.327978,43.784479,1
"239",4.50453934354474,23009,-68.415711,44.512741,1
"240",7.33442566054635,23011,-69.784554,44.399958,1
"241",8.25966374269006,23017,-70.705175,44.324518,1
"242",7.38414669783752,23019,-68.722469,45.17193,1
"243",5.18625013760234,23021,-69.33369,45.565184,1
"244",11.4394020016885,24003,-76.576891,39.05786,1
"245",11.0231924080553,24005,-76.612627,39.372206,1
"246",11.6654863989306,24015,-75.951459,39.592628,1
"247",9.52946522657514,24025,-76.290245,39.534674,1
"248",10.6695080583002,24031,-77.124386,39.072608,1
"249",10.9266248723521,24033,-76.882176,38.906334,1
"250",10.9197430826349,24043,-77.774436,39.614696,1
"251",11.3709750520062,24510,-76.617016,39.307956,1
"252",9.19451914098973,25003,-73.209889,42.396128,1
"253",8.28275446883394,25005,-71.102131,41.778329,1
"254",7.94932478030371,25009,-70.970827,42.635475,1
"255",9.24457581475404,25013,-72.571312,42.12756,1
"256",8.03113665833102,25017,-71.275566,42.459085,1
"257",8.55000722475601,25023,-70.818958,41.978877,1
"258",9.78867233024303,25025,-71.073493,42.334948,1
"259",8.83497903990617,25027,-71.840209,42.329642,1
"260",8.93590525709103,26005,-85.903867,42.592727,1
"261",8.40468536211813,26017,-83.917406,43.636656,1
"262",9.20833768350815,26021,-86.426818,41.971239,1
"263",14.6235004359233,26033,-84.497987,46.322274,1
"264",9.14099752540553,26049,-83.700504,43.011877,1
"265",9.25362380726576,26065,-84.469828,42.667752,1
"266",10.071916144362,26077,-85.561317,42.259641,1
"267",10.2299157315414,26081,-85.612696,42.98864,1
"268",9.53532501124606,26091,-84.065929,41.917635,1
"269",9.6692579869516,26099,-82.951762,42.591138,1
"270",6.74509066901192,26101,-86.135402,44.323788,1
"271",6.15330113532256,26113,-85.145565,44.32747,1
"272",10.370515751246,26115,-83.484125,41.919053,1
"273",9.09049954542503,26121,-86.21617,43.254681,1
"274",10.0200564971751,26125,-83.305598,42.588233,1
"275",9.99355289703415,26139,-86.049749,42.929975,1
"276",9.88888637303393,26147,-82.597855,42.916954,1
"277",10.1040336280696,26161,-83.759473,42.260331,1
"278",10.8806689799788,26163,-83.19795,42.337237,1
"279",9.56867589462954,27037,-93.120132,44.7588,1
"280",9.64989309691582,27053,-93.362357,44.971331,1
"281",9.59445850469261,27109,-92.442548,44.007477,1
"282",10.2050152804098,27123,-93.106593,44.990915,1
"283",6.26349779607528,27137,-92.404547,47.369145,1
"284",9.42211912179202,27139,-93.510829,44.696343,1
"285",8.55998200089996,27145,-94.495886,45.540863,1
"286",10.2877507209013,28001,-91.354348,31.535545,1
"287",10.7581823929192,28011,-90.830139,33.803284,1
"288",10.6451528237764,28033,-89.992068,34.904345,1
"289",11.9985754985755,28035,-89.276207,31.263019,1
"290",9.76825280429092,28043,-89.803446,33.775041,1
"291",8.99327614784088,28047,-89.079536,30.427896,1
"292",11.4474117631613,28049,-90.305374,32.294333,1
"293",9.70573684210526,28059,-88.633143,30.455709,1
"294",12.1574041554997,28067,-89.17378,31.652274,1
"295",11.497954956176,28075,-88.678186,32.400078,1
"296",11.3042534581891,28081,-88.682514,34.276904,1
"297",11.3759900746382,29021,-94.827011,39.722544,1
"298",9.82397108745685,29037,-94.376663,38.689373,1
"299",10.1992643383914,29039,-93.885396,37.7305,1
"300",9.60990396323765,29047,-94.474033,39.253674,1
"301",10.1352400106444,29077,-93.316087,37.216298,1
"302",11.1735921402681,29095,-94.463242,39.024005,1
"303",10.9352417209583,29099,-90.499266,38.285842,1
"304",12.5235490845219,29510,-90.242806,38.627718,1
"305",8.18520238962262,30029,-114.321279,48.26788,2
"306",6.87545272286954,30031,-111.186786,45.663871,2
"307",8.03003253664964,30049,-112.153933,46.813873,2
"308",11.4640386259067,30053,-115.359348,48.558617,2
"309",8.29427321917999,30063,-113.968607,46.939971,2
"310",7.18724327002699,30081,-114.117236,46.210173,2
"311",5.13591559259374,30083,-104.458252,47.779342,2
"312",6.17056584886774,30089,-115.084463,47.633114,2
"313",8.85858796296296,30093,-112.562536,45.960929,2
"314",9.37695599122917,31055,-96.050944,41.264027,1
"315",7.36736819076215,31079,-98.417732,40.894156,1
"316",8.50389554904833,31109,-96.681392,40.796701,1
"317",10.0064754815115,31153,-96.031099,41.14287,1
"318",8.75971822341257,31177,-96.198876,41.516281,1
"319",6.6724260979013,32003,-115.117901,36.139215,2
"320",7.20333687724705,32031,-119.763634,39.704166,2
"321",5.71197632058288,33001,-71.436077,43.515202,1
"322",10.2082991657245,33005,-72.242077,42.911802,1
"323",6.83499782024821,33009,-71.89463,43.896067,1
"324",8.34972918709436,33011,-71.582737,42.895585,1
"325",8.5159294969901,33013,-71.637253,43.277704,1
"326",7.59825818049018,33015,-71.077622,42.96287,1
"327",8.82701794307081,34001,-74.621566,39.447721,1
"328",9.03590451416538,34003,-74.059037,40.930457,1
"329",9.87622644263949,34007,-75.029263,39.869213,1
"330",9.11774527637991,34015,-75.136197,39.752778,1
"331",10.6562578539116,34017,-74.069,40.740351,1
"332",9.02415923073705,34021,-74.711654,40.252908,1
"333",8.6325129421166,34023,-74.383918,40.494044,1
"334",8.07352846617576,34027,-74.500442,40.867167,1
"335",8.67711568456971,34029,-74.210903,39.918818,1
"336",9.53897002479153,34031,-74.216831,40.946491,1
"337",10.4323571790708,34039,-74.301654,40.657752,1
"338",9.55134699454577,34041,-75.030699,40.803025,1
"339",5.42580029507551,35001,-106.612469,35.101046,2
"340",5.6890965386104,35005,-104.444987,33.355893,2
"341",7.83828823219103,35013,-106.78167,32.274123,2
"342",4.79364360267758,35017,-108.246748,32.708567,2
"343",5.67873831775701,35025,-103.327764,32.728441,2
"344",4.60140846243545,35045,-108.30406,36.577598,2
"345",4.19568783609012,35049,-106.007134,35.588826,2
"346",8.23348825302021,36001,-73.849077,42.662095,1
"347",11.3671288501025,36005,-73.873207,40.846761,1
"348",7.77127949484879,36013,-79.345719,42.2407,1
"349",10.0348218426317,36029,-78.796303,42.859908,1
"350",4.62527947083762,36031,-73.737594,44.162194,1
"351",10.8843581622251,36047,-73.952247,40.649812,1
"352",8.25159006795928,36055,-77.630324,43.159963,1
"353",9.70476598677189,36059,-73.602538,40.715949,1
"354",11.7849004678274,36061,-73.973533,40.769656,1
"355",8.9042444268613,36063,-78.848097,43.146089,1
"356",7.92652243117573,36067,-76.179117,43.048433,1
"357",8.59196938859061,36071,-74.27948,41.406117,1
"358",10.1146409158338,36081,-73.820376,40.714295,1
"359",9.93635420143594,36085,-74.140923,40.582197,1
"360",7.50027150782794,36101,-77.363147,42.283617,1
"361",8.92497366203119,36103,-73.026232,40.833314,1
"362",9.61133772773696,36119,-73.794013,41.057167,1
"363",11.27216297368,37001,-79.413917,36.076036,1
"364",9.31947705785482,37021,-82.531461,35.59526,1
"365",10.383642317916,37033,-79.320014,36.406412,1
"366",11.8062762938835,37035,-81.247567,35.695613,1
"367",9.70731034235409,37037,-79.282856,35.702312,1
"368",11.3768352028353,37051,-78.907247,35.056213,1
"369",12.43392079794,37057,-80.197806,35.816809,1
"370",9.75080353306394,37061,-77.988007,34.924123,1
"371",10.954336282998,37063,-78.900356,35.998343,1
"372",10.0627506645497,37065,-77.640306,35.916244,1
"373",10.9714908974219,37067,-80.244596,36.1142,1
"374",11.308122722154,37071,-81.166447,35.284549,1
"375",11.0229603167885,37081,-79.846984,36.052635,1
"376",11.0450660684255,37087,-82.960527,35.523376,1
"377",9.44562298758968,37099,-83.183862,35.313469,1
"378",9.80939098232848,37107,-77.630588,35.250556,1
"379",11.0337415490157,37111,-82.038396,35.686938,1
"380",9.44409520768716,37117,-77.123835,35.83833,1
"381",11.3151363836954,37119,-80.830859,35.231792,1
"382",10.1944771429818,37121,-82.142844,35.977691,1
"383",10.5068090610659,37123,-79.903306,35.340096,1
"384",9.97160810956816,37147,-77.391082,35.589908,1
"385",10.7108377702256,37155,-79.106531,34.658374,1
"386",11.6810608083505,37159,-80.515502,35.617342,1
"387",10.1507817845627,37173,-83.446528,35.421822,1
"388",10.7478311836223,37183,-78.665751,35.796512,1
"389",9.43459239453357,37189,-81.700107,36.217932,1
"390",11.0599438832772,37191,-77.995343,35.364712,1
"391",4.46019342212702,38007,-103.359665,46.990106,2
"392",7.05767640265159,38015,-100.641038,46.890682,2
"393",8.59815859385905,38017,-97.084444,46.899583,1
"394",6.12148745519713,38057,-101.686375,47.284699,2
"395",9.71960606060606,39009,-82.075082,39.356909,1
"396",13.4246728289138,39017,-84.513194,39.427856,1
"397",12.77689765739,39023,-83.826362,39.921309,1
"398",11.5753587266828,39025,-84.177419,39.059566,1
"399",12.5936655468382,39035,-81.663852,41.460301,1
"400",11.9092415807718,39049,-82.996532,39.990514,1
"401",11.8757667688817,39057,-83.949396,39.712555,1
"402",13.7709865393588,39061,-84.493792,39.179526,1
"403",12.8078287596983,39081,-80.72585,40.360701,1
"404",12.2284521854719,39087,-82.547506,38.530404,1
"405",10.4150769529002,39093,-82.135816,41.370274,1
"406",11.5563892135782,39095,-83.608466,41.649267,1
"407",12.4347670067491,39099,-80.706497,41.052558,1
"408",11.1490500162763,39103,-81.872052,41.11258,1
"409",13.2179099035547,39113,-84.21859,39.750258,1
"410",11.4944177911044,39133,-81.253721,41.172189,1
"411",11.6850967823027,39135,-84.637188,39.74386,1
"412",11.5947060815405,39145,-82.943068,38.78893,1
"413",13.2246412927179,39151,-81.383599,40.819408,1
"414",13.0829872749355,39153,-81.520637,41.095605,1
"415",11.8646892655367,39165,-84.221759,39.440152,1
"416",12.23285559637,40001,-94.640694,35.896421,1
"417",8.9506436717737,40015,-98.344737,35.136539,1
"418",10.7164075537989,40097,-95.211238,36.314823,1
"419",10.5491344604625,40101,-95.367134,35.686587,1
"420",9.6306288837866,40109,-97.496525,35.509671,1
"421",9.46711323763955,40115,-94.839825,36.861373,1
"422",10.2178741406663,40121,-95.7143,34.939711,1
"423",10.2451206140351,40135,-94.788897,35.484348,1
"424",11.1472156911725,40143,-95.938999,36.124761,1
"425",4.978396874298,41017,-121.337204,43.996058,2
"426",11.4225845410628,41025,-119.039719,43.461427,2
"427",6.54402211698387,41029,-122.785659,42.389833,2
"428",7.85746426250812,41033,-123.432362,42.362158,2
"429",11.2011307767945,41035,-121.651634,42.662031,2
"430",9.60610446840563,41037,-120.57698,42.713376,2
"431",7.98116553828948,41039,-123.080812,43.989252,2
"432",9.55933933933934,41043,-122.731425,44.544833,2
"433",7.13897840264273,41051,-122.613233,45.522473,2
"434",7.51253738783649,41059,-118.817308,45.637299,2
"435",6.72289109682447,41061,-118.031311,45.325011,2
"436",8.61749931072512,41067,-122.915144,45.496796,2
"437",11.3551950960356,42001,-77.182542,39.854379,1
"438",13.1360618372132,42003,-79.959705,40.440569,1
"439",12.8972542216254,42007,-80.312675,40.695415,1
"440",11.1321021621822,42011,-75.914242,40.377743,1
"441",11.3428938232784,42017,-75.027841,40.254936,1
"442",13.1956295726496,42021,-78.789233,40.435472,1
"443",9.92346120659214,42027,-77.834459,40.887275,1
"444",13.6544290469195,42029,-75.683302,39.988807,1
"445",13.9194602707098,42041,-77.133685,40.201203,1
"446",12.4209249399068,42043,-76.804656,40.324487,1
"447",13.3081934177611,42045,-75.350636,39.912978,1
"448",10.5110734476415,42049,-80.056979,42.052025,1
"449",9.6772187240439,42069,-75.632209,41.43348,1
"450",12.7020435686769,42071,-76.281219,40.06767,1
"451",11.0205342125979,42085,-80.313128,41.294427,1
"452",10.7740011336332,42091,-75.317433,40.170596,1
"453",12.7091824512936,42095,-75.322072,40.702861,1
"454",11.5009953445245,42101,-75.144793,39.998012,1
"455",11.838172412336,42125,-80.13855,40.182615,1
"456",13.2813176174198,42129,-79.561874,40.326108,1
"457",12.4597419915924,42133,-76.742183,39.927299,1
"458",6.61591751334222,44003,-71.479529,41.704125,1
"459",8.69011815774355,44007,-71.456165,41.852849,1
"460",9.20163304752858,45019,-79.991379,32.809639,1
"461",10.2971142483007,45025,-80.15629,34.654172,1
"462",10.7400240500241,45037,-81.904462,33.771236,1
"463",10.5630495400263,45041,-79.740304,34.065068,1
"464",11.5585938746887,45045,-82.353114,34.861272,1
"465",11.4228027810029,45063,-81.232319,33.949223,1
"466",8.60029074381825,45073,-83.02142,34.715038,1
"467",11.2039298127196,45079,-80.974331,34.035404,1
"468",8.31935611851578,46011,-96.798488,44.34542,1
"469",8.13603942755946,46013,-98.381992,45.538665,1
"470",8.63198170755892,46029,-97.157383,44.939334,1
"471",4.32473577258088,46033,-103.51523,43.693106,2
